#	Country	Date	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
179	San Marino	01-03-2022	14,369		112 		13,994		263	4	422,009	3,289	136,485	4,008,488	34,049 	Europe
180	CAR	01-03-2022	14,225	 	113 		6,859		7,253	2	2,863	23	81,294	16,360	4,969,139 	Africa
181	Grenada	01-03-2022	13,690		216 		13,336		138	4	120,735	1,905	136,411	1,203,036	113,389 	North America
182	Bhutan	01-03-2022	13,137	+435	6 		8,677	+386	4,454		16,720	8	1,991,060	2,534,074	785,715 	Asia
183	Liechtenstein	01-03-2022	12,014	+13	78 		11,593	+108	343	4	313,600	2,036	80,413	2,099,008	38,310 	Europe
184	Gambia	01-03-2022	11,939		365 		11,559		15	4	4,720	144	137,657	54,426	2,529,273 	Africa
185	Yemen	01-03-2022	11,771		2,135 		8,693		943	23	381	69	265,253	8,580	30,915,893 	Asia
186	Greenland	01-03-2022	11,747	+32	19 	+1	2,761		8,967	7	206,327	334	164,926	2,896,793	56,934 	North America
187	Bermuda	01-03-2022	11,561		123 		11,271		167		186,781	1,987	800,448	12,932,144	61,896 	North America
188	Dominica	01-03-2022	11,108		57 		10,712		339		153,674	789	167,204	2,313,186	72,283 	North America
189	Saint Martin	01-03-2022	9,877		63 		1,399		8,415	7	248,415	1,585	78,366	1,970,976	39,760 	North America
190	Eritrea	01-03-2022	9,704	+3	103 	 	9,597	+3	4		2,675	28	23,693	6,531	3,627,902 	Africa
191	Sint Maarten	01-03-2022	9,569	+8	85 		9,433	+3	51	10	219,050	1,946	62,056	1,420,566	43,684 	North America
192	Monaco	01-03-2022	9,445	+34	51 		9,227	+37	167	4	237,885	1,285	54,960	1,384,243	39,704 	Europe
193	Niger	01-03-2022	8,756	+2	307 		8,433	+1	16	1	341	12	229,113	8,929	25,659,226 	Africa
194	Comoros	01-03-2022	8,033		160 		7,855		18		8,922	178			900,338 	Africa
195	Guinea-Bissau	01-03-2022	8,022	+21	167 		7,002	+24	853	6	3,922	82	124,040	60,650	2,045,169 	Africa
196	Sierra Leone	01-03-2022	7,665		125 		N/A	N/A	N/A		930	15	259,958	31,525	8,246,168 	Africa
197	Caribbean Netherlands	01-03-2022	7,593	+18	31 		7,545	+63	17		285,151	1,164	30,126	1,131,365	26,628 	North America
198	Antigua and Barbuda	01-03-2022	7,447	+10	135 		7,276	+23	36	1	75,014	1,360	18,901	190,390	99,275 	North America
199	Liberia	01-03-2022	7,384		294 		5,747		1,343	2	1,405	56	139,824	26,608	5,254,900 	Africa
200	Solomon Islands	01-03-2022	7,258	+209	106 	 +7	1,761	+4	5,391	2	10,153	148	5,117	7,158	714,828 	Australia/Oceania
201	Chad	01-03-2022	7,255		190 		4,874		2,191		422	11	191,341	11,120	17,207,576 	Africa
202	St. Vincent Grenadines	01-03-2022	6,740		106 		6,604		30		60,435	950	98,236	880,843	111,525 	North America
203	British Virgin Islands	01-03-2022	6,085		62 		N/A	N/A	N/A	6	199,084	2,028	99,936	3,269,622	30,565 	North America
204	Sao Tome and Principe	01-03-2022	5,934		72 		5,853	+1	9		26,267	319	29,036	128,527	225,913 	Africa
205	Turks and Caicos	01-03-2022	5,867		36 	 	5,787		44	4	148,205	909	419,792	10,604,289	39,587 	North America
206	Saint Kitts and Nevis	01-03-2022	5,530		42 		5,483	+3	5	1	102,742	780	65,141	1,210,259	53,824 	North America
207	Palau	01-03-2022	3,781		6 		3,140		635	5	207,326	329	36,979	2,027,691	18,237 	Australia/Oceania
208	St. Barth	01-03-2022	3,758		6 		N/A	N/A	N/A		378,564	604	56,491	 5,690,642	9,927 	North America
209	Kiribati	01-03-2022	2,940	+13	11 		2,169	+118	760	4	24,002	90			122,491 	Australia/Oceania
210	Anguilla	01-03-2022	2,555		9 		2,528		18	4	167,816	591	51,382	3,374,844	15,225 	North America
211	Saint Pierre Miquelon	01-03-2022	1,087	+17	1 		1,065	+16	21	1	189,142	174	17,358	3,020,358	5,747 	North America
212	Diamond Princess	01-03-2022	712		13 		699		0						 	
213	Wallis and Futuna	01-03-2022	454		7 		438		9		41,606	641	20,508	1,879,399	10,912 	Australia/Oceania
214	Tonga	01-03-2022	355		 		177		178		3,297				107,684 	Australia/Oceania
215	Montserrat	01-03-2022	164		2 		161	 	1		32,820	400	8,359	1,672,804	4,997 	North America
216	Falkland Islands	01-03-2022	109		 		N/A	N/A	N/A		29,879		8,632	2,366,228	3,648 	South America
217	Macao	01-03-2022	81		 		79		2		122		5,318	8,009	664,029 	Asia
218	Cook Islands	01-03-2022	53	+11	 		4		49		3,013		2,050	116,537	17,591 	Australia/Oceania
219	Samoa	01-03-2022	33		 		3		30		165				200,603 	Australia/Oceania
220	Vatican City	01-03-2022	29		 		28		1	 	36,070				804 	Europe
221	Vanuatu	01-03-2022	18		1 		6		11		56	3	23,000	72,088	319,053 	Australia/Oceania
222	Western Sahara	01-03-2022	10	 	1 		8		1		16	2			621,703 	Africa
223	MS Zaandam	01-03-2022	9		2 		7		0						 	
224	Marshall Islands	01-03-2022	7		 		7		0		117				59,853 	Australia/Oceania
225	Saint Helena	01-03-2022	2		 		2		0		327				6,107 	Africa
226	Micronesia	01-03-2022	1		 		1		0		9				117,025 	Australia/Oceania
1	USA	02-03-2022	80,770,604	+50,699	979,725 	+1,778	53,945,789	+206,050	25,845,090	7,161	241,661	2,931	952,687,698	2,850,385	334,231,210 	North America
2	India	02-03-2022	42,945,160	+6,561	514,419 	+173	42,353,620	+14,947	77,121	8,944	 30,619	367	769,167,052	548,399	1,402,569,091 	Asia
3	Brazil	02-03-2022	28,842,160	+30,995	650,052 	+335	26,668,010	+162,005	1,524,098	8,318	134,104	3,022	63,776,166	296,533	215,072,597 	South America
4	France	02-03-2022	22,840,306	+57,697	138,762 	+186	21,233,702	+152,816	1,467,842	2,484	348,634	2,118	246,629,975	3,764,551	65,513,777 	Europe
5	UK	02-03-2022	19,029,321	+44,017	161,704 	+74	17,537,214		1,330,403	278	277,885	2,361	483,496,650	7,060,491	68,479,184 	Europe
6	Russia	02-03-2022	16,592,824	+97,455	353,230 	+784	13,931,995	+183,530	2,307,599	2,300	113,619	2,419	273,400,000	1,872,108	146,038,558 	Europe
7	Germany	02-03-2022	15,173,170	+198,457	123,976 	+255	11,470,300	 +230,800	3,578,894	2,494	180,141	1,472	104,701,826	1,243,053	84,229,585 	Europe
8	Turkey	02-03-2022	14,206,121	+56,780	94,837 	+189	13,505,997	+68,268	605,287	1,011	165,479	1,105	144,621,913	1,684,621	85,848,342 	Asia
9	Italy	02-03-2022	12,867,918	+36,429	155,214 	+214	11,651,094	+49,352	1,061,610	681	213,349	2,573	188,282,525	3,121,709	60,313,928 	Europe
10	Spain	02-03-2022	11,054,888	+18,803	100,037 	+154	9,739,955	+60,708	1,214,896	902	236,292	2,138	471,036,328	10,068,126	46,784,904 	Europe
11	Argentina	02-03-2022	8,912,317	+8,141	126,390 	+133	8,694,508	+5,784	91,419	1,101	194,229	2,754	34,323,218	748,018	45,885,536 	South America
12	Iran	02-03-2022	7,066,975	+6,234	137,267 	+203	6,678,078	+12,376	251,630	6,234	82,384	1,600	47,415,942	552,758	85,780,675 	Asia
13	Netherlands	02-03-2022	6,446,603	+48,489	21,582 	+12	4,538,199	+121,261	1,886,822	164	374,847	1,255	21,107,399	1,227,321	17,197,940 	Europe
14	Colombia	02-03-2022	6,067,023	+1,222	138,899 	+45	5,893,989	+1,459	34,135	342	117,158	2,682	33,250,588	642,091	51,784,841 	South America
15	Poland	02-03-2022	5,694,759	+14,729	111,864 	+277	5,087,126	+13,819	 495,769	720	150,744	2,961	33,800,174	894,713	37,777,656 	Europe
16	Indonesia	02-03-2022	5,630,096	+40,920	149,036 	+376	4,944,237	+42,935	536,823	2,911	20,228	535	85,688,211	307,861	278,333,780 	Asia
17	 Mexico	02-03-2022	5,521,744	+13,115	318,531 	+382	4,796,078	+14,514	407,135	4,798	42,091	2,428	15,120,948	115,264	131,185,592 	North America
18	Japan	02-03-2022	5,067,735	+61,843	23,860 	+227	4,344,917	+80,301	698,958	1,452	40,274	190	39,164,027	311,240	 125,832,372 	Asia
19	Ukraine	02-03-2022	4,809,624		105,505 		4,058,020		646,099	177	111,085	2,437	19,521,252	450,872	43,296,682 	Europe
20	Vietnam	02-03-2022	3,709,481	+110,301	40,452 	+114	 2,516,785	+36,902	1,152,244	3,949	37,547	409	79,510,748	804,804	98,795,216 	Asia
21	South Africa	02-03-2022	3,677,686	+1,995	99,458 	+28	3,552,788	+1,749	25,440	546	60,736	1,643	23,138,425	382,124	60,552,159 	Africa
22	Philippines	02-03-2022	3,663,916	+862	56,504 	+53	3,556,560	+1,593	50,852	298	32,712	504	28,203,435	251,802	112,006,337 	Asia
23	Israel	02-03-2022	3,651,231	+9,927	10,237 	+19	3,577,832	+19,892	63,162	549	391,511	 1,098	41,373,364	4,436,346	9,326,000 	Asia
24	Czechia	02-03-2022	3,599,572	+11,626	38,771 	+33	3,468,870	+5,788	91,931	202	335,092	3,609	52,701,504	4,906,103	10,742,030 	Europe
25	Belgium	02-03-2022	3,563,841	+6,527	30,199 	+20	3,064,133	+38,329	469,509	240	305,293	2,587	31,755,449	2,720,297	11,673,524 	Europe
26	Peru	02-03-2022	3,520,604	+1,883	210,851 	+107	N/A	N/A	N/A	908	104,359	6,250	27,460,384	813,989	33,735,577 	South America
27	Malaysia	02-03-2022	3,496,090	+27,500	32,942 	+115	3,169,669	+27,557	293,479	360	105,764	997	49,993,560	1,512,409	33,055,576 	Asia
28	S. Korea	02-03-2022	3,492,686	+219,237	8,266 	+96	969,524		 2,514,896	762	68,027	161	15,804,065	307,816	51,342,584 	Asia
29	Canada	02-03-2022	3,303,785	+6,911	36,729 	+91	3,155,407	+7,175	111,649	666	86,278	959	58,276,405	1,521,874	38,292,534 	North America
30	Portugal	02-03-2022	3,282,457	+8,833	21,111 	+25	2,787,805	+679	473,541	90	323,482	2,080	37,805,639	3,725,703	10,147,250 	Europe
31	Australia	02-03-2022	3,261,350	+25,255	5,272 	+60	3,052,327	+21,711	203,751	121	125,476	203	63,684,012	2,450,148	25,991,908 	Australia/Oceania
32	Chile	02-03-2022	3,098,110	+20,400	42,411 	+30	2,125,988	+28,601	929,711	1,100	159,786	2,187	33,144,325	1,709,429	19,389,120 	South America
33	Thailand	02-03-2022	2,934,544	+22,197	23,024 	+45	2,692,739	+19,093	218,781	687	41,867	328	17,270,775	246,404	70,091,331 	Asia
34	Switzerland	02-03-2022	2,838,555	+21,668	13,249 	+2	2,212,992	+18,133	612,314	130	324,040	1,512	18,759,026	2,141,467	8,759,895 	Europe
35	Romania	02-03-2022	2,748,777	+6,832	63,677 	+89	2,524,112	+14,066	160,988	858	144,488	3,347	21,154,404	1,111,973	19,024,208 	Europe
36	Austria	02-03-2022	2,744,023	+39,493	14,888 	+47	2,453,789	+30,635	275,346	190	301,810	1,638	160,503,829	17,653,544	9,091,876 	Europe
37	Denmark	02-03-2022	2,670,624	+19,357	4,687 	+38	2,324,520	+40,504	341,417	42	458,387	804	125,558,279	21,550,881	5,826,132 	Europe
38	Greece	02-03-2022	2,454,429	+15,557	25,972 	+58	2,248,111	+18,550	180,346	399	237,410	2,512	66,299,019	6,412,915	10,338,360 	Europe
39	Sweden	02-03-2022	2,453,936	+2,450	17,391 	+2	2,166,537	+24,688	270,008	58	240,487	1,704	18,174,812	1,781,144	10,204,011 	 Europe
40	Iraq	02-03-2022	2,305,083	+1,267	25,013 	+14	2,248,816	+2,343	31,254	107	55,248	600	18,004,782	431,536	41,722,519 	Asia
41	Bangladesh	02-03-2022	1,945,108	+732	29,053 	+8	1,826,949	+4,824	89,106	1,275	11,618	174	13,447,872	80,325	167,418,158 	Asia
42	Serbia	02-03-2022	1,916,707	+2,846	15,315 	+35	1,819,694	+8,148	81,698	105	220,849	1,765	8,785,087	1,012,244	8,678,824 	Europe
43	Hungary	02-03-2022	1,793,120	+3,539	44,134 	+83	1,606,084	+11,076	142,902	133	186,404	4,588	10,800,452	1,122,761	9,619,545 	Europe
44	Jordan	02-03-2022	1,638,228		13,849 		1,546,429		77,950	694	157,953	1,335	16,319,298	1,573,461	10,371,593 	Asia
45	Georgia	02-03-2022	1,616,159	+3,840	16,231 	+32	1,517,856	+4,692	82,072		406,435	4,082	15,938,025	4,008,125	3,976,429 	Asia
46	Pakistan	02-03-2022	1,510,986	+765	30,218 	 +22	1,445,245	+1,961	35,523	981	6,626	133	26,498,814	116,212	228,021,895 	Asia
47	Slovakia	02-03-2022	1,470,892	+12,763	18,567 	+37	1,269,994	+19,910	182,331	232	269,195	3,398	6,424,827	1,175,838	5,464,041 	Europe
48	Ireland	02-03-2022	1,307,062	+3,342	6,521 	+13	1,176,500	+3,861	124,041	46	259,878	1,297	11,402,648	2,267,148	5,029,513 	Europe
49	Kazakhstan	02-03-2022	1,302,810	+260	13,616 	+10	1,270,379	+1,250	18,815	528	68,031	711	11,575,012	604,433	19,150,201 	Asia
50	Norway	02-03-2022	1,279,169	+22,090	1,664 		88,952		1,188,553	19	232,926	303	9,852,076	1,793,978	5,491,748 	Europe
51	Morocco	02-03-2022	1,161,290	 +159	16,002 	+8	1,141,932	+518	3,356	293	30,854	425	11,237,010	298,554	37,638,101 	Africa
52	Bulgaria	02-03-2022	1,096,194	+2,274	35,696 	+59	848,026	+4,452	212,472	447	159,762	5,202	9,225,405	1,344,530	6,861,433 	Europe
53	Lebanon	02-03-2022	1,072,537	+1,841	10,115 	+11	682,977		379,445	186	158,317	1,493	4,795,578	707,876	6,774,598 	Asia
54	Cuba	02-03-2022	1,070,730	+472	8,496 	+1	1,059,900	+654	2,334	34	94,628	751	12,920,253	1,141,858	11,315,115 	North America
55	Croatia	02-03-2022	1,058,453	+2,510	15,122 	+21	1,031,092	+1,138	12,239	91	260,500	3,722	4,527,239	1,114,218	4,063,153 	Europe
56	Tunisia	02-03-2022	999,441		27,824 		953,587		18,030	222	83,119	2,314	4,350,544	361,813	12,024,286 	Africa
57	Nepal	02-03-2022	977,199	+123	11,941 	+3	957,488	+321	7,770	100	32,565	398	5,430,739	180,976	30,007,989 	Asia
58	Belarus	02-03-2022	923,432	+2,169	6,506 	+13	912,797	+3,130	4,129		97,778	689	12,467,117	1,320,089	9,444,152 	Europe
59	Lithuania	02-03-2022	913,300	+6,059	8,465 	+10	823,441	+5,457	81,394	84	343,461	3,183	7,773,941	2,923,516	2,659,107 	Europe
60	Slovenia	02-03-2022	897,124	+1,917	6,327 	+8	857,488	+4,744	33,309	89	431,431	3,043	2,573,571	1,237,643	2,079,413 	Europe
61	Bolivia	02-03-2022	893,512	+117	21,441 	+3	790,620	+910	81,451	220	74,847	1,796	2,669,468	223,615	11,937,790 	South America
62	UAE	02-03-2022	880,970	+519	2,301 		837,139	+1,613	41,530		87,319	228	138,617,317	13,739,286	10,089,121 	Asia
63	Uruguay	02-03-2022	846,868	+2,468	7,005 	+14	821,270	+4,296	18,593	116	242,395	2,005	5,723,287	1,638,147	3,493,756 	South America
64	Ecuador	02-03-2022	833,291		35,249 		N/A	N/A	N/A	759	46,067	1,949	2,470,170	136,560	18,088,496 	South America
65	Costa Rica	02-03-2022	811,040	+1,909	8,057 	+10	679,146	+5,852	123,837	117	156,829	1,558	3,712,867	717,950	5,171,484 	North America
66	Azerbaijan	02-03-2022	787,367	+865	9,454 	+16	769,746	+2,044	8,167		76,509	919	6,572,316	638,636	10,291,174 	Asia
67	Guatemala	02-03-2022	780,815		17,010 		723,682		40,123	5	42,283	921	3,922,624	212,419	18,466,476 	North America
68	Singapore	02-03-2022	767,663	+19,159	1,040 	+10	701,170	+14,722	65,453	26	129,523	175	23,230,460	3,919,516	5,926,869 	Asia
69	Panama	02-03-2022	756,085	+232	8,098 	+5	743,384	+612	4,603	26	170,763	1,829	5,526,830	1,248,241	4,427,696 	North America
70	Saudi Arabia	02-03-2022	746,066	+476	9,002 	+1	725,107	+719	11,957	522	20,889	252	40,829,579	1,143,195	35,715,310 	 Asia
71	Latvia	02-03-2022	673,218	+10,574	5,284 	+28	528,830	+11,093	139,104	65	363,605	2,854	6,752,406	3,646,974	1,851,509 	Europe
72	Finland	02-03-2022	658,559	+1,116	2,381 	+1	46,000		610,178	35	118,552	429	9,973,835	1,795,458	5,555,038 	Europe
73	Sri Lanka	02-03-2022	647,699	+751	16,267 	+23	609,292	+200	22,140		30,038	754	6,282,076	291,341	21,562,597 	Asia
 74	Paraguay	02-03-2022	642,573	+389	18,422 	+30	611,450	+975	12,701	132	88,287	2,531	2,534,076	348,172	7,278,233 	South America
75	Kuwait	02-03-2022	620,980	+528	2,540 	+1	610,295	+946	8,145	49	141,919	580	7,677,822	 1,754,697	4,375,583 	Asia
76	Myanmar	02-03-2022	592,139	+1,902	19,375 	+3	540,241	+3,764	32,523		10,763	352	7,165,766	130,248	55,016,501 	Asia
77	Palestine	02-03-2022	577,035	+957	5,253  	+27	559,868	+4,841	11,914	88	108,906	991	3,078,533	581,021	5,298,487 	Asia
78	Dominican Republic	02-03-2022	575,157	+245	4,370 	+1	568,947	+143	1,840	30	52,150	396	3,124,587	283,311	11,028,829 	North America
79	Bahrain	02-03-2022	519,584	+1,949	1,455 		491,996	+2,665	26,133	17	288,691	808	9,418,465	5,233,077	1,799,795 	Asia
80	Venezuela	02-03-2022	515,762	+180	5,641 	+2	504,117	+416	6,004	230	18,224	199	3,359,014	118,685	28,301,909 	South America
81	Estonia	02-03-2022	504,147	+5,068	2,259 	+9	379,844	+2,583	122,044	25	379,623	1,701	3,117,398	2,347,405	1,328,019 	Europe
82	Moldova	02-03-2022	 502,956	+570	11,242 	+14	478,895	+1,351	12,819	120	125,164	2,798	3,036,542	755,666	4,018,366 	Europe
83	Libya	02-03-2022	495,972	+857	6,276 	+7	468,868	+2,740	20,828	123	70,584	893	2,429,941	345,817	7,026,661 	 Africa
84	Egypt	02-03-2022	486,381	+1,288	24,132 	+22	416,471	+981	45,778	122	4,608	229	3,693,367	34,994	105,542,835 	Africa
85	Ethiopia	02-03-2022	468,786	+16	7,467 	+4	419,509	+946	41,810	82	3,916	62	4,516,402	37,732	119,695,420 	Africa
86	Mongolia	02-03-2022	464,771	+255	2,171 	+1	313,256		149,344	192	138,076	645	4,030,048	1,197,259	3,366,062 	Asia
 87	Armenia	02-03-2022	420,498	+342	8,493 	+15	403,671	+755	8,334		141,465	2,857	2,902,684	976,527	2,972,456 	Asia
88	Honduras	02-03-2022	412,733		10,778 		127,988		273,967	105	40,597	1,060	1,263,329	124,264	 10,166,515 	North America
89	Oman	02-03-2022	383,389	+1,145	4,246 	+2	370,831	+2,154	8,312	52	72,033	798	25,000,000	4,697,108	5,322,424 	Asia
90	Bosnia and Herzegovina	02-03-2022	371,553	+172	15,484 	+14	192,218		163,851		114,434	4,769	1,702,880	524,468	3,246,871 	Europe
91	Qatar	02-03-2022	357,583	+291	670 		354,030	+348	2,883	18	127,353	239	3,378,036	1,203,088	2,807,805 	Asia
92	Cyprus	02-03-2022	326,611	+2,109	859 	+2	124,370		201,382	60	267,281	703	9,477,138	7,755,572	1,221,978 	Asia
93	Kenya	02-03-2022	323,002	+24	5,640 	+1	303,296	+22	14,066	4	5,795	101	3,381,634	60,668	55,739,767 	Africa
94	Zambia	02-03-2022	313,203	+233	3,955 	+2	307,332	+68	1,916	3	16,279	206	3,276,743	170,315	19,239,293 	Africa
95	Réunion	02-03-2022	302,162		666  		289,069		12,427	41	333,535	735	1,463,269	1,615,196	905,939 	Africa
96	North Macedonia	02-03-2022	298,195	+457	9,036 	+9	285,907	+627	3,252		143,141	4,337	1,896,139	910,191	2,083,232 	Europe
97	Hong Kong	02-03-2022	293,730	+55,353	1,168 	+178	13,232		279,330	16	38,658	154	36,260,319	4,772,260	7,598,144 	Asia
98	Albania	02-03-2022	271,825	+123	3,474 	+2	266,301	+282	2,050	13	94,628	1,209	1,746,906	608,133	2,872,570 	Europe
99	Algeria	02-03-2022	265,079	+69	6,843 	+3	177,672	+89	80,564	13	5,869	152	230,861	5,111	45,167,377 	Africa
100	Botswana	02-03-2022	263,950	 	2,619 		259,434		1,897	1	108,597	1,078	2,026,898	833,926	2,430,549 	Africa
101	Nigeria	02-03-2022	254,598	+28	3,142 		249,138	+48	2,318	11	1,186	15	4,442,964	20,701	214,629,297 	Africa
102	Zimbabwe	02-03-2022	237,503	+632	5,396 	+1	227,008	+276	5,099	12	15,602	354	2,090,217	137,309	15,222,676 	Africa
103	Uzbekistan	02-03-2022	236,596	+95	1,637 	+1	233,413	+317	1,546	23	6,903	48	1,377,915	40,201	34,275,729 	Asia
104	Montenegro	02-03-2022	230,512	+149	2,682 		226,485	+203	1,345	60	366,942	4,269	1,172,921	1,867,120	628,198 	Europe
105	Mozambique	02-03-2022	225,080	+17	2,193 	+1	219,863	+225	3,024	13	6,881	67	1,272,590	38,905	32,710,194 	Africa
106	Kyrgyzstan	02-03-2022	200,556	+29	2,960 	+2	195,368	+94	2,228	131	29,920	442	1,907,195	284,522	6,703,149  	Asia
107	Luxembourg	02-03-2022	184,862	+1,060	993 	+1	174,278	+550	9,591	6	287,539	1,545	4,076,009	6,339,937	642,910 	Europe
108	Afghanistan	02-03-2022	174,073	+55	7,617 	+6	156,893	+251	9,563	1,124	4,310	189	892,518	22,100	40,385,347 	Asia
109	Maldives	02-03-2022	171,114	+459	297 		155,973	+540	14,844	25	307,554	534	2,192,340	3,940,428	556,371 	Asia
110	Uganda	02-03-2022	163,301	+26	3,588 		100,021	+10	59,692	35	3,392	75	2,465,948	51,224	48,140,312 	Africa
111	Ghana	02-03-2022	159,891		1,442 		157,782		667	1	4,973	45	2,321,483	72,206	32,150,988 	Africa
112	Namibia	02-03-2022	157,275	+23	4,009 	+2	152,787	+93	479	5	60,088	1,532	957,442	365,799	2,617,400 	Africa
113	El Salvador	02-03-2022	156,364		4,077 	+3	132,410		19,877	153	23,907	623	1,758,939	268,924	6,540,644 	North America
114	Laos	02-03-2022	143,240	+273	623 		7,660		134,957		19,224	84	1,002,806	134,585	7,451,104 	Asia
115	New Zealand	02-03-2022	142,918	+24,106	56 		18,748	+135	124,114		28,572	11	6,728,049	1,345,045	5,002,100 	Australia/Oceania
116	Iceland	02-03-2022	135,747	+2,236	65 		75,685		59,997	4	393,553	188	1,762,820	5,110,705	 344,927 	Europe
117	Cambodia	02-03-2022	131,004	+415	3,032 		124,627	+450	3,345		7,659	177	2,866,490	167,595	17,103,706 	Asia
118	Rwanda	02-03-2022	129,533	+17	1,457 		45,522		82,554	1	9,605	108	4,866,850	360,889	13,485,724 	Africa
119	Trinidad and Tobago	02-03-2022	128,691	+546	3,637 	+5	102,736		22,318	18	91,463	2,585	634,632	451,045	1,407,027 	North America
120	Jamaica	02-03-2022	128,079	+26	2,814 		77,593	+606	47,672	25	42,941	943	856,003	286,993	2,982,666 	North America
121	Guadeloupe	02-03-2022	126,642		837 		2,250		123,555	19	316,417	2,091	938,039	2,343,703	400,238 	North America
122	Cameroon	02-03-2022	119,240		1,923 		117,089		228	13	4,313	70	1,751,774	63,369	27,643,855 	Africa
123	Martinique	02-03-2022	115,951		895 		 104		114,952	10	309,383	2,388	707,420	1,887,556	374,781 	North America
124	China	02-03-2022	109,750	+224	4,636 		102,115	+98	2,999	19	76	3	160,000,000	111,163	1,439,323,776 	Asia
125	Angola	02-03-2022	98,746		1,900 		96,680		166		2,857	55	1,429,452	41,356	34,564,405 	Africa
126	DRC	02-03-2022	86,039		1,335 		50,930		33,774		914	14	846,704	8,999	94,084,209 	Africa
127	Senegal	02-03-2022	85,712	+13	1,960 		83,664	+13	88	4	4,904	112	1,017,201	58,202	17,477,040 	Africa
128	Malawi	02-03-2022	85,362	+15	2,617 	+2	75,881	+3	6,864	67	4,279	131	548,601	27,497	19,951,291 	Africa
129	Ivory Coast	02-03-2022	81,518	+35	794 	+1	80,063	+171	661		2,968	29	1,421,267	51,751	27,463,670 	Africa
130	Suriname	02-03-2022	78,294	+78	1,317 		49,358	+1	27,619	3	131,504	2,212	229,216	384,995	595,374 	South America
131	French Guiana	02-03-2022	77,751	+18	391 		11,254		66,106	6	249,566	1,255	596,224	1,913,765	311,545 	South America
132	Brunei 	02-03-2022	71,649	+3,887	129 	+2	38,325	+2,112	33,195		161,210	290	717,784	1,615,008	444,446 	Asia
133	Malta	02-03-2022	71,455	+94	606 	+1	69,700	+70	1,149	3	161,116	1,366	1,211,456	2,731,587	443,499 	Europe
134	Eswatini	02-03-2022	69,211	+20	1,390 		67,696	+6	125	11	58,646	1,178	479,168	406,026	1,180,142 	Africa
135	French Polynesia	02-03-2022	67,651		641 		N/A	N/A	N/A	7	238,536	2,260			283,609 	Australia/Oceania
136	Fiji	02-03-2022	63,999	+7	834 		62,008	+100	1,157		70,542	919	497,559	548,425	907,250 	Australia/Oceania
137	Madagascar	02-03-2022	63,659		1,366 		58,677		3,616	61	2,205	47	 398,434	13,799	28,873,841 	Africa
138	Guyana	02-03-2022	62,971	+25	1,222 	+2	61,327	+60	422	8	79,422	1,541	541,736	683,264	792,865 	South America
139	Sudan	02-03-2022	61,512	+24	3,910 	+1	40,329		17,273		1,350	86	562,941	12,359	45,550,635 	Africa
140	Mauritania	02-03-2022	58,638		979 		57,618	+7	41	30	12,084	202	749,041	154,355	4,852,721 	Africa
141	Belize	02-03-2022	56,816	+43	650 		54,992	+139	1,174	6	138,701	1,587	503,696	1,229,643	409,628 	North America
142	Cabo Verde	02-03-2022	55,889	+2	401 		55,416	+1	72	23	98,739	 708	400,982	708,411	566,030 	Africa
143	Barbados	02-03-2022	55,543	+158	316 		53,621	+197	1,606		192,884	1,097	587,777	2,041,176	287,960 	North America
144	New Caledonia	02-03-2022	55,502	+646	301 	+1	47,969	+438	7,232	47	191,345	1,038	98,964	341,181	290,063 	Australia/Oceania
145	Syria	02-03-2022	54,744	+80	3,082 	+3	47,525	+195	4,137		3,007	169	146,269	8,034	18,207,103 	Asia
146	Channel Islands	02-03-2022	52,593	+308	144 		49,345	+300	3,104		297,930	816	1,209,938	6,854,085	176,528 	Europe
147	Gabon	02-03-2022	47,543		303 		46,561		679	1	20,555	131	1,571,354	679,355	2,313,008 	Africa
148	Papua New Guinea	02-03-2022	41,335	+33	638 		39,714	+370	983	7	4,479	69	249,149	26,997	9,228,750 	Australia/Oceania
149	Seychelles	02-03-2022	39,403		163 		38,923		317		396,568	1,640			99,360 	Africa
150	Curaçao	02-03-2022	39,016	+56	261 		38,467	+54	288	3	236,161	1,580	493,074	2,984,547	165,209 	North America
151	Andorra	02-03-2022	38,249	+84	151 		37,520	+71	578	14	493,720	1,949	249,838	3,224,923	77,471 	Europe
152	Burundi	02-03-2022	38,127		38 		773		37,316		3,055	3	345,742	27,706	12,479,057 	Africa
153	Togo	02-03-2022	36,808	+2	272 		36,414	+4	122		4,279	32	692,023	80,457	8,601,162 	Africa
154	Mayotte	02-03-2022	36,662	 	187 		2,964		33,511		129,204	659	176,919	623,496	283,753 	Africa
155	Guinea	02-03-2022	36,397		440 		32,939		3,018	49	2,652	32	587,607	42,814	13,724,623 	Africa
156	Faeroe Islands	02-03-2022	34,237		28 		7,693		26,516	5	696,270	569	778,000	15,822,013	49,172 	Europe
157	Aruba	02-03-2022	33,684		211 		33,418		55	6	313,281	1,962	 177,885	1,654,436	107,520 	North America
158	Tanzania	02-03-2022	33,620		798 		N/A	N/A	N/A	7	537	13			62,560,744 	Africa
159	Bahamas	02-03-2022	33,150	+4	771 	 	31,909	+5,680	470	9	82,980	1,930	220,353	551,582	399,493 	North America
160	Lesotho	02-03-2022	32,612		696 		23,343		8,573		15,025	321	398,053	183,393	2,170,495 	Africa
